"","taxa","localityID","count","region","genus","site","phylum","method","pa","num_samples","num_samples_found","prop_samples_found"
"2958","Colpomenia peregrina","NW02",0,"North Wales","Colpomenia","Great Orme East","Ochrophyta","eDNA",0,18,0,0
"2959","Corella eumyota","NW02",9,"North Wales","Corella","Great Orme East","Chordata","eDNA",1,18,1,0.0555555555555556
"2960","Dasysiphonia japonica","NW02",0,"North Wales","Dasysiphonia","Great Orme East","Rhodophyta","eDNA",0,18,0,0
"2961","Dendrodoa grossularia","NW02",0,"North Wales","Dendrodoa","Great Orme East","Chordata","eDNA",0,18,0,0
"2962","Fucus serratus","NW02",9,"North Wales","Fucus","Great Orme East","Ochrophyta","eDNA",1,18,1,0.0555555555555556
"2963","Gongolaria baccata","NW02",0,"North Wales","Gongolaria","Great Orme East","Ochrophyta","eDNA",0,18,0,0
"2964","Grateloupia turuturu","NW02",0,"North Wales","Grateloupia","Great Orme East","Rhodophyta","eDNA",0,18,0,0
"2965","Halidrys siliquosa","NW02",6,"North Wales","Halidrys","Great Orme East","Ochrophyta","eDNA",1,18,1,0.0555555555555556
"2966","Himanthalia elongata","NW02",0,"North Wales","Himanthalia","Great Orme East","Ochrophyta","eDNA",0,18,0,0
"2967","Hymeniacidon perlevis","NW02",0,"North Wales","Hymeniacidon","Great Orme East","Porifera","eDNA",0,18,0,0
"2968","Laminaria hyperborea","NW02",0,"North Wales","Laminaria","Great Orme East","Ochrophyta","eDNA",0,18,0,0
"2969","Littorina littorea","NW02",499,"North Wales","Littorina","Great Orme East","Mollusca","eDNA",1,18,11,0.611111111111111
"2970","Littorina saxatilis","NW02",0,"North Wales","Littorina","Great Orme East","Mollusca","eDNA",0,18,0,0
"2971","Mastocarpus stellatus","NW02",17,"North Wales","Mastocarpus","Great Orme East","Rhodophyta","eDNA",1,18,3,0.166666666666667
"2972","Melarhaphe neritoides","NW02",0,"North Wales","Melarhaphe","Great Orme East","Mollusca","eDNA",0,18,0,0
"2973","Mytilus spp","NW02",0,"North Wales","Mytilus","Great Orme East","Mollusca","eDNA",0,18,0,0
"2974","Nucella lapillus","NW02",0,"North Wales","Nucella","Great Orme East","Mollusca","eDNA",0,18,0,0
"2975","Palmaria palmata","NW02",0,"North Wales","Palmaria","Great Orme East","Rhodophyta","eDNA",0,18,0,0
"2976","Patella depressa","NW02",0,"North Wales","Patella","Great Orme East","Mollusca","eDNA",0,18,0,0
"2977","Patella pellucida","NW02",0,"North Wales","Patella","Great Orme East","Mollusca","eDNA",0,18,0,0
"2978","Patella ulyssiponensis","NW02",0,"North Wales","Patella","Great Orme East","Mollusca","eDNA",0,18,0,0
"2979","Patella vulgata","NW02",10,"North Wales","Patella","Great Orme East","Mollusca","eDNA",1,18,2,0.111111111111111
"2980","Perforatus perforatus","NW02",0,"North Wales","Perforatus","Great Orme East","Arthropoda","eDNA",0,18,0,0
"2981","Phorcus lineatus","NW02",0,"North Wales","Phorcus","Great Orme East","Mollusca","eDNA",0,18,0,0
"2982","Sabellaria alveolata","NW02",2170,"North Wales","Sabellaria","Great Orme East","Annelida","eDNA",1,18,13,0.722222222222222
"2983","Saccorhiza polyschides","NW02",0,"North Wales","Saccorhiza","Great Orme East","Ochrophyta","eDNA",0,18,0,0
"2984","Semibalanus balanoides","NW02",1437,"North Wales","Semibalanus","Great Orme East","Arthropoda","eDNA",1,18,8,0.444444444444444
"2985","Steromphala cineraria","NW02",0,"North Wales","Steromphala","Great Orme East","Mollusca","eDNA",0,18,0,0
"2986","Steromphala umbilicalis","NW02",191,"North Wales","Steromphala","Great Orme East","Mollusca","eDNA",1,18,6,0.333333333333333
"2987","Ascophyllum nodosum","NW03",0,"North Wales","Ascophyllum","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"2988","Asparagopsis armata","NW03",0,"North Wales","Asparagopsis","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"2989","Asterias rubens","NW03",0,"North Wales","Asterias","Menai Bridge","Echinodermata","eDNA",0,18,0,0
"2990","Austrominius modestus","NW03",20,"North Wales","Austrominius","Menai Bridge","Arthropoda","eDNA",1,18,1,0.0555555555555556
"2991","Bifurcaria bifurcata","NW03",0,"North Wales","Bifurcaria","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"2992","Botrylloides violaceus","NW03",0,"North Wales","Botrylloides","Menai Bridge","Chordata","eDNA",0,18,0,0
"2993","Calliblepharis jubata","NW03",0,"North Wales","Calliblepharis","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"2994","Calliostoma zizyphinum","NW03",0,"North Wales","Calliostoma","Menai Bridge","Mollusca","eDNA",0,18,0,0
"2995","Chondracanthus acicularis","NW03",0,"North Wales","Chondracanthus","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"2996","Chondrus crispus","NW03",14380,"North Wales","Chondrus","Menai Bridge","Rhodophyta","eDNA",1,18,8,0.444444444444444
"2997","Chthamalus montagui","NW03",0,"North Wales","Chthamalus","Menai Bridge","Arthropoda","eDNA",0,18,0,0
"2998","Chthamalus stellatus","NW03",0,"North Wales","Chthamalus","Menai Bridge","Arthropoda","eDNA",0,18,0,0
"2999","Colpomenia peregrina","NW03",0,"North Wales","Colpomenia","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3000","Corella eumyota","NW03",9,"North Wales","Corella","Menai Bridge","Chordata","eDNA",1,18,1,0.0555555555555556
"3001","Dasysiphonia japonica","NW03",0,"North Wales","Dasysiphonia","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"3002","Dendrodoa grossularia","NW03",0,"North Wales","Dendrodoa","Menai Bridge","Chordata","eDNA",0,18,0,0
"3003","Fucus serratus","NW03",342,"North Wales","Fucus","Menai Bridge","Ochrophyta","eDNA",1,18,1,0.0555555555555556
"3004","Gongolaria baccata","NW03",0,"North Wales","Gongolaria","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3005","Grateloupia turuturu","NW03",0,"North Wales","Grateloupia","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"3006","Halidrys siliquosa","NW03",0,"North Wales","Halidrys","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3007","Himanthalia elongata","NW03",0,"North Wales","Himanthalia","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3008","Hymeniacidon perlevis","NW03",0,"North Wales","Hymeniacidon","Menai Bridge","Porifera","eDNA",0,18,0,0
"3009","Laminaria hyperborea","NW03",0,"North Wales","Laminaria","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3010","Littorina littorea","NW03",142,"North Wales","Littorina","Menai Bridge","Mollusca","eDNA",1,18,7,0.388888888888889
"3011","Littorina saxatilis","NW03",0,"North Wales","Littorina","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3012","Mastocarpus stellatus","NW03",0,"North Wales","Mastocarpus","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"3013","Melarhaphe neritoides","NW03",0,"North Wales","Melarhaphe","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3014","Mytilus spp","NW03",0,"North Wales","Mytilus","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3015","Nucella lapillus","NW03",31,"North Wales","Nucella","Menai Bridge","Mollusca","eDNA",1,18,2,0.111111111111111
"3016","Palmaria palmata","NW03",0,"North Wales","Palmaria","Menai Bridge","Rhodophyta","eDNA",0,18,0,0
"3017","Patella depressa","NW03",0,"North Wales","Patella","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3018","Patella pellucida","NW03",0,"North Wales","Patella","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3019","Patella ulyssiponensis","NW03",0,"North Wales","Patella","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3020","Patella vulgata","NW03",0,"North Wales","Patella","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3021","Perforatus perforatus","NW03",0,"North Wales","Perforatus","Menai Bridge","Arthropoda","eDNA",0,18,0,0
"3022","Phorcus lineatus","NW03",0,"North Wales","Phorcus","Menai Bridge","Mollusca","eDNA",0,18,0,0
"3023","Sabellaria alveolata","NW03",1814,"North Wales","Sabellaria","Menai Bridge","Annelida","eDNA",1,18,6,0.333333333333333
"3024","Saccorhiza polyschides","NW03",0,"North Wales","Saccorhiza","Menai Bridge","Ochrophyta","eDNA",0,18,0,0
"3025","Semibalanus balanoides","NW03",3644,"North Wales","Semibalanus","Menai Bridge","Arthropoda","eDNA",1,18,5,0.277777777777778
"3026","Steromphala cineraria","NW03",3,"North Wales","Steromphala","Menai Bridge","Mollusca","eDNA",1,18,1,0.0555555555555556
"3027","Steromphala umbilicalis","NW03",2,"North Wales","Steromphala","Menai Bridge","Mollusca","eDNA",1,18,1,0.0555555555555556
"3028","Ascophyllum nodosum","NW04",0,"North Wales","Ascophyllum","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3029","Asparagopsis armata","NW04",0,"North Wales","Asparagopsis","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3030","Asterias rubens","NW04",0,"North Wales","Asterias","Porth Swtan","Echinodermata","eDNA",0,18,0,0
"3031","Austrominius modestus","NW04",0,"North Wales","Austrominius","Porth Swtan","Arthropoda","eDNA",0,18,0,0
"3032","Bifurcaria bifurcata","NW04",0,"North Wales","Bifurcaria","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3033","Botrylloides violaceus","NW04",0,"North Wales","Botrylloides","Porth Swtan","Chordata","eDNA",0,18,0,0
"3034","Calliblepharis jubata","NW04",0,"North Wales","Calliblepharis","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3035","Calliostoma zizyphinum","NW04",0,"North Wales","Calliostoma","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3036","Chondracanthus acicularis","NW04",0,"North Wales","Chondracanthus","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3037","Chondrus crispus","NW04",38931,"North Wales","Chondrus","Porth Swtan","Rhodophyta","eDNA",1,18,6,0.333333333333333
"3038","Chthamalus montagui","NW04",0,"North Wales","Chthamalus","Porth Swtan","Arthropoda","eDNA",0,18,0,0
"3039","Chthamalus stellatus","NW04",0,"North Wales","Chthamalus","Porth Swtan","Arthropoda","eDNA",0,18,0,0
"3040","Colpomenia peregrina","NW04",0,"North Wales","Colpomenia","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3041","Corella eumyota","NW04",7,"North Wales","Corella","Porth Swtan","Chordata","eDNA",1,18,1,0.0555555555555556
"3042","Dasysiphonia japonica","NW04",0,"North Wales","Dasysiphonia","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3043","Dendrodoa grossularia","NW04",0,"North Wales","Dendrodoa","Porth Swtan","Chordata","eDNA",0,18,0,0
"3044","Fucus serratus","NW04",332,"North Wales","Fucus","Porth Swtan","Ochrophyta","eDNA",1,18,6,0.333333333333333
"3045","Gongolaria baccata","NW04",0,"North Wales","Gongolaria","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3046","Grateloupia turuturu","NW04",0,"North Wales","Grateloupia","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3047","Halidrys siliquosa","NW04",6,"North Wales","Halidrys","Porth Swtan","Ochrophyta","eDNA",1,18,1,0.0555555555555556
"3048","Himanthalia elongata","NW04",19,"North Wales","Himanthalia","Porth Swtan","Ochrophyta","eDNA",1,18,1,0.0555555555555556
"3049","Hymeniacidon perlevis","NW04",0,"North Wales","Hymeniacidon","Porth Swtan","Porifera","eDNA",0,18,0,0
"3050","Laminaria hyperborea","NW04",0,"North Wales","Laminaria","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3051","Littorina littorea","NW04",274,"North Wales","Littorina","Porth Swtan","Mollusca","eDNA",1,18,7,0.388888888888889
"3052","Littorina saxatilis","NW04",0,"North Wales","Littorina","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3053","Mastocarpus stellatus","NW04",60,"North Wales","Mastocarpus","Porth Swtan","Rhodophyta","eDNA",1,18,6,0.333333333333333
"3054","Melarhaphe neritoides","NW04",0,"North Wales","Melarhaphe","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3055","Mytilus spp","NW04",0,"North Wales","Mytilus","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3056","Nucella lapillus","NW04",0,"North Wales","Nucella","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3057","Palmaria palmata","NW04",0,"North Wales","Palmaria","Porth Swtan","Rhodophyta","eDNA",0,18,0,0
"3058","Patella depressa","NW04",0,"North Wales","Patella","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3059","Patella pellucida","NW04",0,"North Wales","Patella","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3060","Patella ulyssiponensis","NW04",0,"North Wales","Patella","Porth Swtan","Mollusca","eDNA",0,18,0,0
"3061","Patella vulgata","NW04",3,"North Wales","Patella","Porth Swtan","Mollusca","eDNA",1,18,1,0.0555555555555556
"3062","Perforatus perforatus","NW04",0,"North Wales","Perforatus","Porth Swtan","Arthropoda","eDNA",0,18,0,0
"3063","Phorcus lineatus","NW04",4,"North Wales","Phorcus","Porth Swtan","Mollusca","eDNA",1,18,1,0.0555555555555556
"3064","Sabellaria alveolata","NW04",0,"North Wales","Sabellaria","Porth Swtan","Annelida","eDNA",0,18,0,0
"3065","Saccorhiza polyschides","NW04",0,"North Wales","Saccorhiza","Porth Swtan","Ochrophyta","eDNA",0,18,0,0
"3066","Semibalanus balanoides","NW04",6,"North Wales","Semibalanus","Porth Swtan","Arthropoda","eDNA",1,18,1,0.0555555555555556
"3067","Steromphala cineraria","NW04",4,"North Wales","Steromphala","Porth Swtan","Mollusca","eDNA",1,18,1,0.0555555555555556
"3068","Steromphala umbilicalis","NW04",419,"North Wales","Steromphala","Porth Swtan","Mollusca","eDNA",1,18,4,0.222222222222222
"3069","Ascophyllum nodosum","NW05",0,"North Wales","Ascophyllum","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3070","Asparagopsis armata","NW05",0,"North Wales","Asparagopsis","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3071","Asterias rubens","NW05",0,"North Wales","Asterias","Rhosneigr","Echinodermata","eDNA",0,18,0,0
"3072","Austrominius modestus","NW05",0,"North Wales","Austrominius","Rhosneigr","Arthropoda","eDNA",0,18,0,0
"3073","Bifurcaria bifurcata","NW05",0,"North Wales","Bifurcaria","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3074","Botrylloides violaceus","NW05",0,"North Wales","Botrylloides","Rhosneigr","Chordata","eDNA",0,18,0,0
"3075","Calliblepharis jubata","NW05",0,"North Wales","Calliblepharis","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3076","Calliostoma zizyphinum","NW05",0,"North Wales","Calliostoma","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3077","Chondracanthus acicularis","NW05",0,"North Wales","Chondracanthus","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3078","Chondrus crispus","NW05",4591,"North Wales","Chondrus","Rhosneigr","Rhodophyta","eDNA",1,18,6,0.333333333333333
"3079","Chthamalus montagui","NW05",0,"North Wales","Chthamalus","Rhosneigr","Arthropoda","eDNA",0,18,0,0
"3080","Chthamalus stellatus","NW05",0,"North Wales","Chthamalus","Rhosneigr","Arthropoda","eDNA",0,18,0,0
"3081","Colpomenia peregrina","NW05",0,"North Wales","Colpomenia","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3082","Corella eumyota","NW05",0,"North Wales","Corella","Rhosneigr","Chordata","eDNA",0,18,0,0
"3083","Dasysiphonia japonica","NW05",0,"North Wales","Dasysiphonia","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3084","Dendrodoa grossularia","NW05",0,"North Wales","Dendrodoa","Rhosneigr","Chordata","eDNA",0,18,0,0
"3085","Fucus serratus","NW05",23,"North Wales","Fucus","Rhosneigr","Ochrophyta","eDNA",1,18,2,0.111111111111111
"3086","Gongolaria baccata","NW05",0,"North Wales","Gongolaria","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3087","Grateloupia turuturu","NW05",0,"North Wales","Grateloupia","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3088","Halidrys siliquosa","NW05",0,"North Wales","Halidrys","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3089","Himanthalia elongata","NW05",0,"North Wales","Himanthalia","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3090","Hymeniacidon perlevis","NW05",0,"North Wales","Hymeniacidon","Rhosneigr","Porifera","eDNA",0,18,0,0
"3091","Laminaria hyperborea","NW05",0,"North Wales","Laminaria","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3092","Littorina littorea","NW05",54,"North Wales","Littorina","Rhosneigr","Mollusca","eDNA",1,18,4,0.222222222222222
"3093","Littorina saxatilis","NW05",0,"North Wales","Littorina","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3094","Mastocarpus stellatus","NW05",20,"North Wales","Mastocarpus","Rhosneigr","Rhodophyta","eDNA",1,18,3,0.166666666666667
"3095","Melarhaphe neritoides","NW05",0,"North Wales","Melarhaphe","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3096","Mytilus spp","NW05",0,"North Wales","Mytilus","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3097","Nucella lapillus","NW05",0,"North Wales","Nucella","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3098","Palmaria palmata","NW05",0,"North Wales","Palmaria","Rhosneigr","Rhodophyta","eDNA",0,18,0,0
"3099","Patella depressa","NW05",0,"North Wales","Patella","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3100","Patella pellucida","NW05",0,"North Wales","Patella","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3101","Patella ulyssiponensis","NW05",0,"North Wales","Patella","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3102","Patella vulgata","NW05",0,"North Wales","Patella","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3103","Perforatus perforatus","NW05",0,"North Wales","Perforatus","Rhosneigr","Arthropoda","eDNA",0,18,0,0
"3104","Phorcus lineatus","NW05",442,"North Wales","Phorcus","Rhosneigr","Mollusca","eDNA",1,18,5,0.277777777777778
"3105","Sabellaria alveolata","NW05",329,"North Wales","Sabellaria","Rhosneigr","Annelida","eDNA",1,18,6,0.333333333333333
"3106","Saccorhiza polyschides","NW05",0,"North Wales","Saccorhiza","Rhosneigr","Ochrophyta","eDNA",0,18,0,0
"3107","Semibalanus balanoides","NW05",17,"North Wales","Semibalanus","Rhosneigr","Arthropoda","eDNA",1,18,2,0.111111111111111
"3108","Steromphala cineraria","NW05",0,"North Wales","Steromphala","Rhosneigr","Mollusca","eDNA",0,18,0,0
"3109","Steromphala umbilicalis","NW05",122,"North Wales","Steromphala","Rhosneigr","Mollusca","eDNA",1,18,5,0.277777777777778
"3110","Ascophyllum nodosum","NW06",0,"North Wales","Ascophyllum","Porth Oer","Ochrophyta","eDNA",0,13,0,0
"3111","Asparagopsis armata","NW06",0,"North Wales","Asparagopsis","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3112","Asterias rubens","NW06",0,"North Wales","Asterias","Porth Oer","Echinodermata","eDNA",0,13,0,0
"3113","Austrominius modestus","NW06",0,"North Wales","Austrominius","Porth Oer","Arthropoda","eDNA",0,13,0,0
"3114","Bifurcaria bifurcata","NW06",0,"North Wales","Bifurcaria","Porth Oer","Ochrophyta","eDNA",0,13,0,0
"3115","Botrylloides violaceus","NW06",0,"North Wales","Botrylloides","Porth Oer","Chordata","eDNA",0,13,0,0
"3116","Calliblepharis jubata","NW06",0,"North Wales","Calliblepharis","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3117","Calliostoma zizyphinum","NW06",0,"North Wales","Calliostoma","Porth Oer","Mollusca","eDNA",0,13,0,0
"3118","Chondracanthus acicularis","NW06",0,"North Wales","Chondracanthus","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3119","Chondrus crispus","NW06",0,"North Wales","Chondrus","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3120","Chthamalus montagui","NW06",12,"North Wales","Chthamalus","Porth Oer","Arthropoda","eDNA",1,13,1,0.0769230769230769
"3121","Chthamalus stellatus","NW06",0,"North Wales","Chthamalus","Porth Oer","Arthropoda","eDNA",0,13,0,0
"3122","Colpomenia peregrina","NW06",0,"North Wales","Colpomenia","Porth Oer","Ochrophyta","eDNA",0,13,0,0
"3123","Corella eumyota","NW06",0,"North Wales","Corella","Porth Oer","Chordata","eDNA",0,13,0,0
"3124","Dasysiphonia japonica","NW06",0,"North Wales","Dasysiphonia","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3125","Dendrodoa grossularia","NW06",0,"North Wales","Dendrodoa","Porth Oer","Chordata","eDNA",0,13,0,0
"3126","Fucus serratus","NW06",549,"North Wales","Fucus","Porth Oer","Ochrophyta","eDNA",1,13,3,0.230769230769231
"3127","Gongolaria baccata","NW06",0,"North Wales","Gongolaria","Porth Oer","Ochrophyta","eDNA",0,13,0,0
"3128","Grateloupia turuturu","NW06",0,"North Wales","Grateloupia","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3129","Halidrys siliquosa","NW06",29731,"North Wales","Halidrys","Porth Oer","Ochrophyta","eDNA",1,13,3,0.230769230769231
"3130","Himanthalia elongata","NW06",200,"North Wales","Himanthalia","Porth Oer","Ochrophyta","eDNA",1,13,6,0.461538461538462
"3131","Hymeniacidon perlevis","NW06",0,"North Wales","Hymeniacidon","Porth Oer","Porifera","eDNA",0,13,0,0
"3132","Laminaria hyperborea","NW06",3,"North Wales","Laminaria","Porth Oer","Ochrophyta","eDNA",1,13,1,0.0769230769230769
"3133","Littorina littorea","NW06",0,"North Wales","Littorina","Porth Oer","Mollusca","eDNA",0,13,0,0
"3134","Littorina saxatilis","NW06",0,"North Wales","Littorina","Porth Oer","Mollusca","eDNA",0,13,0,0
"3135","Mastocarpus stellatus","NW06",26,"North Wales","Mastocarpus","Porth Oer","Rhodophyta","eDNA",1,13,3,0.230769230769231
"3136","Melarhaphe neritoides","NW06",0,"North Wales","Melarhaphe","Porth Oer","Mollusca","eDNA",0,13,0,0
"3137","Mytilus spp","NW06",0,"North Wales","Mytilus","Porth Oer","Mollusca","eDNA",0,13,0,0
"3138","Nucella lapillus","NW06",0,"North Wales","Nucella","Porth Oer","Mollusca","eDNA",0,13,0,0
"3139","Palmaria palmata","NW06",0,"North Wales","Palmaria","Porth Oer","Rhodophyta","eDNA",0,13,0,0
"3140","Patella depressa","NW06",0,"North Wales","Patella","Porth Oer","Mollusca","eDNA",0,13,0,0
"3141","Patella pellucida","NW06",0,"North Wales","Patella","Porth Oer","Mollusca","eDNA",0,13,0,0
"3142","Patella ulyssiponensis","NW06",0,"North Wales","Patella","Porth Oer","Mollusca","eDNA",0,13,0,0
"3143","Patella vulgata","NW06",89,"North Wales","Patella","Porth Oer","Mollusca","eDNA",1,13,2,0.153846153846154
"3144","Perforatus perforatus","NW06",0,"North Wales","Perforatus","Porth Oer","Arthropoda","eDNA",0,13,0,0
"3145","Phorcus lineatus","NW06",0,"North Wales","Phorcus","Porth Oer","Mollusca","eDNA",0,13,0,0
"3146","Sabellaria alveolata","NW06",7,"North Wales","Sabellaria","Porth Oer","Annelida","eDNA",1,13,1,0.0769230769230769
"3147","Saccorhiza polyschides","NW06",0,"North Wales","Saccorhiza","Porth Oer","Ochrophyta","eDNA",0,13,0,0
"3148","Semibalanus balanoides","NW06",41,"North Wales","Semibalanus","Porth Oer","Arthropoda","eDNA",1,13,3,0.230769230769231
"3149","Steromphala cineraria","NW06",7,"North Wales","Steromphala","Porth Oer","Mollusca","eDNA",1,13,1,0.0769230769230769
"3150","Steromphala umbilicalis","NW06",0,"North Wales","Steromphala","Porth Oer","Mollusca","eDNA",0,13,0,0
"3151","Ascophyllum nodosum","SCH01",0,"Scotland","Ascophyllum","Scourie","Ochrophyta","eDNA",0,23,0,0
"3152","Asparagopsis armata","SCH01",0,"Scotland","Asparagopsis","Scourie","Rhodophyta","eDNA",0,23,0,0
"3153","Asterias rubens","SCH01",143,"Scotland","Asterias","Scourie","Echinodermata","eDNA",1,23,8,0.347826086956522
"3154","Austrominius modestus","SCH01",0,"Scotland","Austrominius","Scourie","Arthropoda","eDNA",0,23,0,0
"3155","Bifurcaria bifurcata","SCH01",0,"Scotland","Bifurcaria","Scourie","Ochrophyta","eDNA",0,23,0,0
"3156","Botrylloides violaceus","SCH01",0,"Scotland","Botrylloides","Scourie","Chordata","eDNA",0,23,0,0
"3157","Calliblepharis jubata","SCH01",0,"Scotland","Calliblepharis","Scourie","Rhodophyta","eDNA",0,23,0,0
"3158","Calliostoma zizyphinum","SCH01",7,"Scotland","Calliostoma","Scourie","Mollusca","eDNA",1,23,1,0.0434782608695652
"3159","Chondracanthus acicularis","SCH01",0,"Scotland","Chondracanthus","Scourie","Rhodophyta","eDNA",0,23,0,0
"3160","Chondrus crispus","SCH01",741,"Scotland","Chondrus","Scourie","Rhodophyta","eDNA",1,23,6,0.260869565217391
"3161","Chthamalus montagui","SCH01",42,"Scotland","Chthamalus","Scourie","Arthropoda","eDNA",1,23,5,0.217391304347826
"3162","Chthamalus stellatus","SCH01",0,"Scotland","Chthamalus","Scourie","Arthropoda","eDNA",0,23,0,0
"3163","Colpomenia peregrina","SCH01",0,"Scotland","Colpomenia","Scourie","Ochrophyta","eDNA",0,23,0,0
"3164","Corella eumyota","SCH01",0,"Scotland","Corella","Scourie","Chordata","eDNA",0,23,0,0
"3165","Dasysiphonia japonica","SCH01",0,"Scotland","Dasysiphonia","Scourie","Rhodophyta","eDNA",0,23,0,0
"3166","Dendrodoa grossularia","SCH01",0,"Scotland","Dendrodoa","Scourie","Chordata","eDNA",0,23,0,0
"3167","Fucus serratus","SCH01",1035,"Scotland","Fucus","Scourie","Ochrophyta","eDNA",1,23,10,0.434782608695652
"3168","Gongolaria baccata","SCH01",0,"Scotland","Gongolaria","Scourie","Ochrophyta","eDNA",0,23,0,0
"3169","Grateloupia turuturu","SCH01",0,"Scotland","Grateloupia","Scourie","Rhodophyta","eDNA",0,23,0,0
"3170","Halidrys siliquosa","SCH01",59,"Scotland","Halidrys","Scourie","Ochrophyta","eDNA",1,23,5,0.217391304347826
"3171","Himanthalia elongata","SCH01",44,"Scotland","Himanthalia","Scourie","Ochrophyta","eDNA",1,23,6,0.260869565217391
"3172","Hymeniacidon perlevis","SCH01",16,"Scotland","Hymeniacidon","Scourie","Porifera","eDNA",1,23,2,0.0869565217391304
"3173","Laminaria hyperborea","SCH01",146,"Scotland","Laminaria","Scourie","Ochrophyta","eDNA",1,23,7,0.304347826086957
"3174","Littorina littorea","SCH01",5851,"Scotland","Littorina","Scourie","Mollusca","eDNA",1,23,16,0.695652173913043
"3175","Littorina saxatilis","SCH01",89,"Scotland","Littorina","Scourie","Mollusca","eDNA",1,23,7,0.304347826086957
"3176","Mastocarpus stellatus","SCH01",38,"Scotland","Mastocarpus","Scourie","Rhodophyta","eDNA",1,23,3,0.130434782608696
"3177","Melarhaphe neritoides","SCH01",213,"Scotland","Melarhaphe","Scourie","Mollusca","eDNA",1,23,8,0.347826086956522
"3178","Mytilus spp","SCH01",98,"Scotland","Mytilus","Scourie","Mollusca","eDNA",1,23,6,0.260869565217391
"3179","Nucella lapillus","SCH01",0,"Scotland","Nucella","Scourie","Mollusca","eDNA",0,23,0,0
"3180","Palmaria palmata","SCH01",0,"Scotland","Palmaria","Scourie","Rhodophyta","eDNA",0,23,0,0
"3181","Patella depressa","SCH01",0,"Scotland","Patella","Scourie","Mollusca","eDNA",0,23,0,0
"3182","Patella pellucida","SCH01",132,"Scotland","Patella","Scourie","Mollusca","eDNA",1,23,6,0.260869565217391
